id_department,department_name,terrain_area,old_antenna,new_antenna_type
25,Risaralda,1917400,1,e
32,Vichada,284200,28,e
16,Guaviare,1058400,13,e
7,Caldas,770600,27,b
32,Vichada,646400,29,e
28,Sucre,1406800,9,a
15,Guainia,1903800,12,d
29,Tolima,294400,17,e
7,Caldas,1786400,13,d
8,Caqueta,1437000,22,d
32,Vichada,640600,23,b
23,Putumayo,265800,4,b
28,Sucre,294000,24,e
12,Choco,568000,4,b
29,Tolima,1024600,12,c
24,Quindio,1574200,22,a
18,La Guajira,670600,27,c
5,Bolivar,1373200,17,d
17,Huila,1780800,24,b
1,Amazonas,1870600,9,c
32,Vichada,535800,21,c
12,Choco,735600,5,a
21,Narino,1173800,23,e
9,Casanare,846400,2,d
6,Boyaca,65200,15,a
11,Cesar,617000,9,b
30,Valle del Cauca,761600,26,d
5,Bolivar,358200,7,a
25,Risaralda,841800,3,d
32,Vichada,276600,5,a
14,Cundinamarca,1767800,15,c
31,Vaupes,1198400,7,b
28,Sucre,731600,21,c
28,Sucre,642000,29,e
9,Casanare,1334200,29,a
15,Guainia,1990000,11,b
27,Santander,478200,20,e
23,Putumayo,853400,16,e
15,Guainia,1375800,25,c
21,Narino,317000,27,b
20,Meta,1453400,29,d
17,Huila,1135600,8,b
2,Antioquia,940600,30,d
24,Quindio,374400,22,d
16,Guaviare,128400,27,d
5,Bolivar,1620000,2,e
5,Bolivar,10800,0,d
28,Sucre,1528400,4,a
11,Cesar,1699600,27,e
20,Meta,1340200,22,c
7,Caldas,156400,6,b
2,Antioquia,97000,5,c
19,Magdalena,868600,5,d
8,Caqueta,1957200,26,c
14,Cundinamarca,1954400,16,c
20,Meta,990000,26,e
24,Quindio,1386200,3,d
31,Vaupes,1205000,28,c
30,Valle del Cauca,111600,24,c
8,Caqueta,169800,6,e
17,Huila,741600,0,b
31,Vaupes,825000,19,e
13,Cordoba,278800,10,b
31,Vaupes,151600,0,a
32,Vichada,1410600,15,b
20,Meta,1122400,9,c
20,Meta,1947600,5,b
32,Vichada,1507800,5,e
7,Caldas,1358200,16,d
12,Choco,348600,0,d
22,Norte de Santander,1824800,26,d
14,Cundinamarca,1395200,8,a
1,Amazonas,323000,11,c
7,Caldas,1457200,29,b
23,Putumayo,1042800,29,d
4,Atlantico,7200,25,d
29,Tolima,1491400,2,c
18,La Guajira,1762400,7,e
25,Risaralda,748800,17,c
28,Sucre,497000,1,a
7,Caldas,1359800,3,b
23,Putumayo,101000,2,e
30,Valle del Cauca,1589600,23,e
24,Quindio,1782000,7,b
5,Bolivar,1490200,14,e
14,Cundinamarca,862200,23,c
20,Meta,1812600,18,a
14,Cundinamarca,1010600,27,b
18,La Guajira,1366600,12,b
18,La Guajira,1671800,30,b
21,Narino,276400,8,e
10,Cauca,709400,20,a
22,Norte de Santander,1293800,11,a
29,Tolima,1029000,5,a
12,Choco,254800,7,b
27,Santander,1330800,13,c
31,Vaupes,975600,4,e
5,Bolivar,1520200,1,b
15,Guainia,1426800,18,c
10,Cauca,47200,23,e
4,Atlantico,179800,2,e
9,Casanare,938800,13,a
26,San Andres y Providencia,871400,12,b
31,Vaupes,528600,23,e
28,Sucre,1281400,30,a
22,Norte de Santander,370200,27,a
8,Caqueta,782400,19,a
31,Vaupes,775400,7,d
14,Cundinamarca,260600,3,e
20,Meta,1358400,3,b
6,Boyaca,129200,21,a
28,Sucre,1923400,19,e
16,Guaviare,488400,16,e
7,Caldas,1453000,9,c
1,Amazonas,599600,2,e
13,Cordoba,1972000,16,a
2,Antioquia,195400,17,a
17,Huila,750600,27,d
17,Huila,957600,16,e
4,Atlantico,712600,12,a
29,Tolima,13400,14,d
13,Cordoba,409600,7,e
17,Huila,1658800,5,d
23,Putumayo,808400,2,d
28,Sucre,295200,5,c
5,Bolivar,1652000,0,e
10,Cauca,1172800,6,b
14,Cundinamarca,825400,13,a
3,Arauca,1423000,10,b
32,Vichada,440000,24,e
1,Amazonas,491000,7,a
24,Quindio,1289000,11,b
27,Santander,1235800,28,e
27,Santander,1900400,21,e
18,La Guajira,1622600,23,b
4,Atlantico,1192000,28,e
32,Vichada,1644200,1,a
27,Santander,662400,0,d
28,Sucre,1932200,13,a
22,Norte de Santander,1005400,4,b
13,Cordoba,824600,17,d
20,Meta,833200,11,d
3,Arauca,1372800,8,b
30,Valle del Cauca,118000,23,e
17,Huila,908200,8,e
16,Guaviare,638800,1,e
29,Tolima,569800,18,b
31,Vaupes,1047400,27,e
26,San Andres y Providencia,1897600,27,b
31,Vaupes,110600,5,d
11,Cesar,1385600,7,b
30,Valle del Cauca,848000,7,c
28,Sucre,811800,2,c
10,Cauca,92600,2,b
20,Meta,1375400,25,a
20,Meta,1837400,7,e
27,Santander,424200,13,a
5,Bolivar,1865200,0,d
9,Casanare,268800,19,b
10,Cauca,1176200,3,d
2,Antioquia,45200,24,e
13,Cordoba,166200,14,a
25,Risaralda,1034800,21,b
12,Choco,1959600,22,b
18,La Guajira,1203600,18,c
11,Cesar,1335400,4,b
21,Narino,846200,13,e
16,Guaviare,81600,6,c
29,Tolima,151600,21,c
5,Bolivar,1190400,2,a
5,Bolivar,1357800,2,a
24,Quindio,1723000,17,d
27,Santander,1907400,14,c
8,Caqueta,1624800,8,c
10,Cauca,1638400,7,b
18,La Guajira,1005600,10,c
22,Norte de Santander,968800,19,d
26,San Andres y Providencia,1414000,23,a
24,Quindio,1795200,2,a
11,Cesar,963600,30,a
19,Magdalena,1817200,27,d
1,Amazonas,1281800,21,d
14,Cundinamarca,277400,20,e
10,Cauca,400,16,e
5,Bolivar,1161400,15,d
22,Norte de Santander,970400,2,c
1,Amazonas,1675400,0,a
17,Huila,666400,5,c
6,Boyaca,1393200,9,d
29,Tolima,678400,20,c
25,Risaralda,57400,10,e
17,Huila,124400,16,a
26,San Andres y Providencia,1098200,16,b
13,Cordoba,1514200,16,e
7,Caldas,1979400,12,c
24,Quindio,1003600,13,c
15,Guainia,562400,4,d
8,Caqueta,356000,2,b
27,Santander,800400,30,a
27,Santander,1434800,29,c
28,Sucre,1122000,15,c
21,Narino,73400,16,b
17,Huila,670400,4,e
10,Cauca,1612200,9,c
1,Amazonas,737600,12,d
29,Tolima,633400,27,b
14,Cundinamarca,346800,5,c
13,Cordoba,1995200,30,b
19,Magdalena,1475400,23,e
8,Caqueta,1858200,2,d
28,Sucre,1477400,21,d
24,Quindio,1326600,28,e
12,Choco,342800,4,a
30,Valle del Cauca,988000,26,b
1,Amazonas,155600,30,d
28,Sucre,1421600,21,c
24,Quindio,600800,22,b
18,La Guajira,643600,18,b
27,Santander,342400,21,b
25,Risaralda,1797800,28,d
28,Sucre,1478200,29,e
6,Boyaca,1977800,28,a
9,Casanare,1473400,19,c
24,Quindio,1666000,23,c
29,Tolima,810800,8,e
13,Cordoba,1218200,4,d
21,Narino,728200,24,d
23,Putumayo,1219200,26,a
23,Putumayo,991800,21,a
20,Meta,1565600,12,c
26,San Andres y Providencia,303000,10,c
19,Magdalena,866800,8,c
8,Caqueta,343800,13,b
9,Casanare,1102200,11,a
23,Putumayo,886200,12,a
24,Quindio,806400,19,e
20,Meta,1230600,21,c
24,Quindio,1685400,30,b
17,Huila,1070600,13,a
19,Magdalena,1472200,9,b
12,Choco,437800,17,d
17,Huila,1970600,6,e
7,Caldas,1448200,11,b
12,Choco,754200,30,c
19,Magdalena,356600,11,c
23,Putumayo,1911400,11,b
27,Santander,409600,13,d
12,Choco,1083200,12,b
9,Casanare,1469400,15,e
5,Bolivar,746000,15,c
1,Amazonas,1298000,2,a
2,Antioquia,1175800,4,a
28,Sucre,88000,30,a
3,Arauca,1507200,21,a
25,Risaralda,697800,13,a
22,Norte de Santander,758000,27,b
5,Bolivar,1620200,15,a
1,Amazonas,718800,0,a
9,Casanare,1315400,30,e
4,Atlantico,303800,3,a
21,Narino,1614400,4,a
13,Cordoba,1302400,27,e
26,San Andres y Providencia,1072400,19,c
10,Cauca,960800,10,c
8,Caqueta,876000,24,b
30,Valle del Cauca,609400,6,e
15,Guainia,1084200,17,d
10,Cauca,1267800,0,c
18,La Guajira,895000,18,d
24,Quindio,1702200,26,c
17,Huila,1348000,5,c
6,Boyaca,1386400,3,c
30,Valle del Cauca,1091800,11,e
24,Quindio,1989800,30,a
18,La Guajira,65200,14,a
25,Risaralda,569200,23,d
11,Cesar,321200,0,d
7,Caldas,1988200,30,b
26,San Andres y Providencia,433600,20,a
11,Cesar,598400,15,a
14,Cundinamarca,601400,26,e
14,Cundinamarca,281200,0,b
6,Boyaca,806800,22,e
22,Norte de Santander,607400,13,b
24,Quindio,328600,25,d
31,Vaupes,415600,10,e
29,Tolima,1471600,19,b
26,San Andres y Providencia,899600,5,c
19,Magdalena,1705000,14,c
7,Caldas,437400,5,e
3,Arauca,1137600,20,b
7,Caldas,600000,28,b
28,Sucre,1773400,13,c
21,Narino,202000,5,e
17,Huila,804000,22,c
10,Cauca,1952000,15,c
2,Antioquia,1038400,5,b
24,Quindio,1292800,27,d
3,Arauca,148000,1,a
11,Cesar,448200,0,e
26,San Andres y Providencia,809200,28,c
24,Quindio,1703400,17,b
7,Caldas,1966200,10,a
15,Guainia,1852200,13,c
14,Cundinamarca,1887000,15,e
27,Santander,753000,24,a
16,Guaviare,1230000,6,e
25,Risaralda,1454800,23,a
20,Meta,1891800,6,d
27,Santander,1377800,2,a
32,Vichada,1798000,11,b
1,Amazonas,1153400,14,e
6,Boyaca,1615400,14,b
9,Casanare,547000,19,e
30,Valle del Cauca,1880600,15,d
10,Cauca,1966400,26,e
30,Valle del Cauca,712000,9,e
18,La Guajira,599200,22,b
22,Norte de Santander,511600,14,d
32,Vichada,770600,10,c
25,Risaralda,801400,7,d
17,Huila,1497200,16,b
9,Casanare,1631200,14,b
5,Bolivar,1194000,27,c
30,Valle del Cauca,1485400,30,e
32,Vichada,1196200,11,d
27,Santander,450600,4,a
16,Guaviare,207000,9,a
16,Guaviare,447000,21,d
31,Vaupes,1982200,6,e
17,Huila,385400,0,e
18,La Guajira,1226200,24,a
6,Boyaca,246200,25,a
27,Santander,500600,6,e
22,Norte de Santander,614400,18,e
4,Atlantico,1536200,0,b
25,Risaralda,1375000,11,d
20,Meta,618000,3,b
32,Vichada,571600,10,a
30,Valle del Cauca,997200,26,b
22,Norte de Santander,589400,6,b
20,Meta,641000,22,b
4,Atlantico,997800,16,e
16,Guaviare,1618400,2,a
5,Bolivar,1972800,29,c
32,Vichada,1737600,6,c
24,Quindio,494000,6,c
30,Valle del Cauca,673600,25,b
32,Vichada,1764800,6,d
30,Valle del Cauca,280200,1,c
15,Guainia,1329400,1,e
18,La Guajira,960800,30,e
10,Cauca,855000,3,b
6,Boyaca,964200,9,c
3,Arauca,606200,27,e
29,Tolima,1307600,11,b
32,Vichada,1945800,23,d
24,Quindio,1251000,2,a
14,Cundinamarca,254200,27,d
19,Magdalena,630000,21,c
28,Sucre,1747000,28,e
30,Valle del Cauca,1323200,11,a
5,Bolivar,1426000,8,a
3,Arauca,1244400,20,b
11,Cesar,1023400,24,d
6,Boyaca,1649400,5,c
19,Magdalena,417800,24,b
18,La Guajira,1977400,3,a
3,Arauca,73000,26,d
20,Meta,1037600,29,e
23,Putumayo,457800,5,e
13,Cordoba,753200,26,b
25,Risaralda,195000,2,b
5,Bolivar,1871400,28,e
25,Risaralda,1643800,7,b
29,Tolima,1467200,26,a
16,Guaviare,1557000,29,a
10,Cauca,1674200,1,b
5,Bolivar,422400,27,c
21,Narino,950600,22,d
19,Magdalena,909000,2,a
8,Caqueta,1533800,16,c
28,Sucre,1671600,29,d
12,Choco,349400,6,c
28,Sucre,1133000,1,d
1,Amazonas,694400,17,a
16,Guaviare,224400,24,e
24,Quindio,1847000,23,a
26,San Andres y Providencia,1967000,7,e
1,Amazonas,331400,22,a
32,Vichada,91200,30,a
4,Atlantico,1884400,23,e
21,Narino,55600,24,a
3,Arauca,971800,3,d
8,Caqueta,829200,26,a
10,Cauca,467600,5,e
24,Quindio,470600,5,b
19,Magdalena,2000000,17,c
7,Caldas,497200,15,d
14,Cundinamarca,931400,23,a
21,Narino,327200,2,c
5,Bolivar,740200,22,b
27,Santander,1340800,19,d
18,La Guajira,1968000,4,e
26,San Andres y Providencia,973600,15,d
13,Cordoba,1966000,7,d
3,Arauca,1572400,10,b
15,Guainia,125000,13,d
10,Cauca,920800,27,b
17,Huila,1760600,21,b
6,Boyaca,1982400,2,b
29,Tolima,89400,18,c
22,Norte de Santander,243800,19,e
13,Cordoba,1646000,25,e
2,Antioquia,217600,23,e
12,Choco,1858200,0,d
4,Atlantico,1061400,4,c
22,Norte de Santander,1390600,16,b
7,Caldas,1835800,25,a
5,Bolivar,1133800,2,a
29,Tolima,1480800,5,b
22,Norte de Santander,1742800,24,a
26,San Andres y Providencia,1572800,1,b
25,Risaralda,1582000,7,a
19,Magdalena,1390600,29,a
17,Huila,299200,5,e
8,Caqueta,996600,22,c
19,Magdalena,412600,14,e
18,La Guajira,1123200,15,b
26,San Andres y Providencia,1402400,29,c
14,Cundinamarca,951400,24,d
1,Amazonas,902400,30,c
12,Choco,1944400,29,b
7,Caldas,448800,2,c
15,Guainia,1478400,27,a
3,Arauca,1697000,28,d
10,Cauca,259600,26,b
2,Antioquia,1018600,15,c
17,Huila,1689400,10,c
27,Santander,944200,25,d
3,Arauca,517000,11,a
15,Guainia,1043000,11,e
6,Boyaca,641000,1,b
25,Risaralda,1330000,9,e
25,Risaralda,1348400,7,c
26,San Andres y Providencia,1240400,24,b
14,Cundinamarca,934800,14,e
29,Tolima,1740200,0,e
8,Caqueta,829000,16,d
17,Huila,480000,4,e
11,Cesar,891000,15,e
8,Caqueta,531200,28,d
25,Risaralda,553000,18,d
26,San Andres y Providencia,259800,22,d
29,Tolima,1716800,22,e
21,Narino,1946400,19,a
8,Caqueta,1198200,11,a
30,Valle del Cauca,1394400,8,e
13,Cordoba,1227400,23,c
2,Antioquia,1334800,9,d
32,Vichada,1020200,27,a
32,Vichada,831600,29,e
30,Valle del Cauca,1632600,9,b
22,Norte de Santander,931000,10,b
1,Amazonas,517600,22,e
16,Guaviare,556600,4,e
6,Boyaca,1527600,29,b
12,Choco,1769000,15,a
3,Arauca,249000,6,a
20,Meta,579800,22,e
20,Meta,665000,7,d
9,Casanare,1905800,18,b
3,Arauca,842200,14,c
25,Risaralda,365600,24,d
26,San Andres y Providencia,552800,6,c
29,Tolima,124200,20,d
3,Arauca,1409000,18,c
25,Risaralda,740000,17,c
12,Choco,161800,11,d
19,Magdalena,1793000,25,e
21,Narino,914600,10,d
15,Guainia,1180200,21,c
3,Arauca,324200,9,e
10,Cauca,1281800,10,a
10,Cauca,1737200,15,c
2,Antioquia,1483600,8,a
12,Choco,662800,2,b
23,Putumayo,679800,29,c
22,Norte de Santander,529400,17,b
20,Meta,156800,0,b
7,Caldas,1300000,20,e
4,Atlantico,908400,5,b
12,Choco,1823600,9,a
21,Narino,1333400,5,c
4,Atlantico,926800,21,d
31,Vaupes,657400,18,e
28,Sucre,810000,14,d
19,Magdalena,1364000,5,b
2,Antioquia,1648400,1,e
30,Valle del Cauca,799400,10,a
22,Norte de Santander,951600,20,c
20,Meta,636600,6,d
24,Quindio,1412000,26,a
10,Cauca,817600,8,b
29,Tolima,706400,3,e
26,San Andres y Providencia,750600,24,a
17,Huila,423200,29,c
25,Risaralda,73200,4,a
6,Boyaca,204600,26,c
27,Santander,1410400,5,a
4,Atlantico,1164000,8,d
20,Meta,951800,19,e
3,Arauca,707200,6,c
10,Cauca,1285400,6,e
2,Antioquia,184000,3,b
29,Tolima,665000,6,b
2,Antioquia,1825600,6,d
24,Quindio,1772200,11,d
29,Tolima,1757600,6,e
32,Vichada,1767800,13,d
12,Choco,726400,2,c
30,Valle del Cauca,1672200,9,e
14,Cundinamarca,992000,17,e
27,Santander,253800,3,d
14,Cundinamarca,472600,28,a
11,Cesar,1773800,25,d
27,Santander,1275400,22,c
31,Vaupes,1734000,15,b
1,Amazonas,1144200,23,b
25,Risaralda,441600,17,d
9,Casanare,1280400,2,e
9,Casanare,229800,12,d
4,Atlantico,1990600,1,a
18,La Guajira,1307400,2,c
32,Vichada,1314000,29,e
19,Magdalena,1839600,25,a
17,Huila,1713800,13,e
17,Huila,329400,29,d
2,Antioquia,968000,7,e
25,Risaralda,1306800,14,a
5,Bolivar,185200,9,c
14,Cundinamarca,1126000,14,d
21,Narino,588800,16,d
4,Atlantico,65800,17,e
3,Arauca,496000,18,a
18,La Guajira,309400,4,c
6,Boyaca,1746000,1,c
14,Cundinamarca,1275400,3,c
9,Casanare,1284000,2,b
24,Quindio,1279000,11,a
11,Cesar,1270000,16,a
27,Santander,203400,11,a
22,Norte de Santander,927200,25,a
31,Vaupes,850000,23,a
17,Huila,1936200,1,e
2,Antioquia,1470400,13,e
30,Valle del Cauca,937400,30,c
31,Vaupes,95200,9,c
6,Boyaca,176200,4,d
11,Cesar,1768600,17,d
26,San Andres y Providencia,64600,28,b
13,Cordoba,1961200,15,c
7,Caldas,332400,23,c
27,Santander,1447400,8,c
26,San Andres y Providencia,885400,27,d
19,Magdalena,519400,19,c
3,Arauca,474000,12,a
7,Caldas,1529400,7,a
13,Cordoba,5000,19,b
19,Magdalena,599400,28,a
26,San Andres y Providencia,737200,2,a
31,Vaupes,745800,0,a
17,Huila,761000,17,a
1,Amazonas,617200,1,a
14,Cundinamarca,1418600,3,e
4,Atlantico,1537800,24,c
14,Cundinamarca,527000,7,c
19,Magdalena,1509600,4,e
22,Norte de Santander,1510600,6,e
23,Putumayo,1402800,22,e
3,Arauca,1998800,20,c
28,Sucre,38200,10,e
7,Caldas,1924200,9,e
29,Tolima,477800,26,e
29,Tolima,192800,22,e
1,Amazonas,1507400,0,c
19,Magdalena,1718400,4,e
10,Cauca,110400,22,d
13,Cordoba,1221200,22,a
17,Huila,510600,28,a
28,Sucre,1890600,29,d
18,La Guajira,1022200,13,e
23,Putumayo,1378000,23,a
8,Caqueta,162000,21,a
20,Meta,1871600,17,c
6,Boyaca,640800,27,d
30,Valle del Cauca,983200,9,b
21,Narino,1653000,3,a
20,Meta,898200,30,c
32,Vichada,999800,30,d
15,Guainia,1488600,26,d
10,Cauca,1849200,8,e
21,Narino,1326000,24,e
12,Choco,284000,27,d
13,Cordoba,1366000,16,d
2,Antioquia,996800,15,d
31,Vaupes,821400,25,d
5,Bolivar,1464400,20,c
24,Quindio,202200,26,e
8,Caqueta,906000,29,c
7,Caldas,1011600,9,c
3,Arauca,1156600,16,a
25,Risaralda,1130600,15,e
17,Huila,651400,13,a
32,Vichada,354200,9,d
24,Quindio,459600,10,c
18,La Guajira,1418000,9,b
5,Bolivar,486400,16,e
29,Tolima,1245600,24,b
10,Cauca,738800,11,c
26,San Andres y Providencia,68000,10,c
19,Magdalena,496000,14,d
26,San Andres y Providencia,926600,2,e
2,Antioquia,212800,4,d
24,Quindio,880600,29,a
16,Guaviare,1423400,12,e
23,Putumayo,1708000,25,b
13,Cordoba,428200,11,e
31,Vaupes,482400,25,d
30,Valle del Cauca,1804200,15,e
13,Cordoba,1659800,17,e
20,Meta,1715600,15,a
4,Atlantico,1932200,19,e
28,Sucre,167000,25,c
14,Cundinamarca,1135000,11,b
4,Atlantico,824400,20,b
10,Cauca,998000,19,d
22,Norte de Santander,300800,0,d
32,Vichada,1934600,29,e
17,Huila,1733200,6,b
13,Cordoba,1404800,10,d
19,Magdalena,231800,4,c
16,Guaviare,746200,18,b
21,Narino,1068200,20,a
4,Atlantico,1958400,30,e
21,Narino,1458200,15,c
27,Santander,447400,28,b
11,Cesar,714600,21,c
21,Narino,667600,16,e
2,Antioquia,1728400,8,c
17,Huila,635600,28,a
18,La Guajira,1784600,14,a
11,Cesar,1875600,3,b
9,Casanare,672400,25,e
15,Guainia,569000,4,c
17,Huila,1825600,18,b
21,Narino,1544800,13,e
2,Antioquia,1401600,19,a
5,Bolivar,655800,30,b
19,Magdalena,790400,25,d
16,Guaviare,913600,28,d
30,Valle del Cauca,1029600,11,b
26,San Andres y Providencia,1531400,26,b
21,Narino,1275800,2,d
25,Risaralda,1040200,2,e
17,Huila,1125000,4,a
31,Vaupes,1531000,12,a
30,Valle del Cauca,1222800,6,d
20,Meta,701200,27,a
22,Norte de Santander,1478600,10,e
13,Cordoba,245000,24,b
32,Vichada,1299800,2,d
8,Caqueta,1153200,29,a
13,Cordoba,844000,2,b
3,Arauca,1176000,23,e
23,Putumayo,1767200,16,c
29,Tolima,1730200,13,b
30,Valle del Cauca,155200,19,b
3,Arauca,1573200,28,a
16,Guaviare,1866600,7,d
7,Caldas,872600,26,c
2,Antioquia,1226800,2,e
1,Amazonas,58000,28,e
28,Sucre,1625800,19,e
28,Sucre,80600,7,e
22,Norte de Santander,1500600,10,e
6,Boyaca,118200,11,d
28,Sucre,459400,28,a
28,Sucre,194200,0,e
12,Choco,13000,6,c
30,Valle del Cauca,1085000,4,e
11,Cesar,70600,7,c
1,Amazonas,525800,15,b
18,La Guajira,1156800,10,e
2,Antioquia,1529800,23,a
19,Magdalena,207000,30,c
24,Quindio,605200,8,c
3,Arauca,1318400,24,c
32,Vichada,1378800,29,e
15,Guainia,1197400,0,c
14,Cundinamarca,458400,8,c
13,Cordoba,1923600,17,c
29,Tolima,476600,14,d
24,Quindio,403200,5,d
4,Atlantico,1546800,30,b
28,Sucre,1233400,3,b
32,Vichada,680200,26,b
17,Huila,501200,18,e
19,Magdalena,1930200,14,b
27,Santander,438200,20,d
3,Arauca,77600,17,c
21,Narino,815000,2,c
28,Sucre,337400,7,a
21,Narino,1012200,4,c
14,Cundinamarca,1969600,3,b
11,Cesar,1435200,14,c
8,Caqueta,1500600,17,b
26,San Andres y Providencia,999400,15,d
24,Quindio,1255000,29,b
11,Cesar,336600,7,d
2,Antioquia,1711000,1,d
23,Putumayo,1971600,21,d
19,Magdalena,212400,17,b
19,Magdalena,1671200,12,d
6,Boyaca,882600,8,e
4,Atlantico,332000,29,e
2,Antioquia,1219600,9,e
6,Boyaca,773400,19,c
7,Caldas,326400,27,a
30,Valle del Cauca,988200,20,b
11,Cesar,1375400,24,a
6,Boyaca,1419800,27,d
30,Valle del Cauca,147400,21,a
20,Meta,1024200,21,e
16,Guaviare,662600,7,b
28,Sucre,662800,5,c
8,Caqueta,723600,16,c
17,Huila,659800,17,e
11,Cesar,1632200,17,e
2,Antioquia,1362800,19,a
27,Santander,1452200,22,c
29,Tolima,311200,4,d
31,Vaupes,215400,20,b
24,Quindio,1327600,12,c
5,Bolivar,1507200,0,b
26,San Andres y Providencia,1152000,18,e
12,Choco,760400,28,c
8,Caqueta,1187400,5,a
14,Cundinamarca,1115000,30,d
12,Choco,406000,10,b
12,Choco,1306800,9,a
6,Boyaca,942600,15,b
11,Cesar,352800,23,e
31,Vaupes,1119800,13,e
27,Santander,575200,7,e
13,Cordoba,613600,3,a
25,Risaralda,1673200,26,b
5,Bolivar,724600,23,a
3,Arauca,1110800,7,b
7,Caldas,310000,17,a
6,Boyaca,265800,8,d
19,Magdalena,316200,13,e
10,Cauca,1639400,20,b
22,Norte de Santander,1307200,25,a
31,Vaupes,965600,17,e
24,Quindio,859200,25,c
27,Santander,1593400,28,b
23,Putumayo,6200,17,b
7,Caldas,1676800,18,d
10,Cauca,1864400,20,a
4,Atlantico,1267400,21,d
30,Valle del Cauca,1938400,17,a
19,Magdalena,935400,28,a
30,Valle del Cauca,495800,23,b
20,Meta,597200,8,a
2,Antioquia,233800,25,a
23,Putumayo,824800,6,d
11,Cesar,1265400,22,e
20,Meta,1089600,23,a
15,Guainia,1998200,2,c
32,Vichada,1944000,4,b
28,Sucre,288200,0,b
11,Cesar,1332200,15,a
11,Cesar,564800,30,c
4,Atlantico,262800,30,d
23,Putumayo,394600,16,c
12,Choco,1304000,25,d
32,Vichada,186800,21,c
6,Boyaca,714800,4,b
27,Santander,1875400,8,d
21,Narino,952000,12,b
11,Cesar,1287200,16,e
19,Magdalena,1532400,11,b
14,Cundinamarca,1521600,15,c
23,Putumayo,1292600,7,b
23,Putumayo,90800,0,e
3,Arauca,494000,8,b
28,Sucre,1279000,24,d
28,Sucre,329800,10,d
10,Cauca,848000,30,a
10,Cauca,498600,14,d
24,Quindio,1340600,24,b
17,Huila,1044800,11,c
18,La Guajira,1450400,25,e
24,Quindio,1576000,23,b
16,Guaviare,1337400,21,e
8,Caqueta,1044400,24,b
31,Vaupes,1441800,2,c
20,Meta,386800,12,a
23,Putumayo,910000,12,b
10,Cauca,1210000,18,c
18,La Guajira,1992000,16,a
9,Casanare,1714600,27,c
26,San Andres y Providencia,190800,5,a
30,Valle del Cauca,1495800,6,d
8,Caqueta,828400,10,c
7,Caldas,870200,7,e
13,Cordoba,1534200,9,e
5,Bolivar,1577600,12,a
14,Cundinamarca,1702400,18,d
4,Atlantico,246200,1,a
5,Bolivar,105800,0,b
5,Bolivar,599200,23,b
10,Cauca,742000,28,c
24,Quindio,703800,15,e
13,Cordoba,937000,9,e
9,Casanare,1456400,9,a
27,Santander,1616800,0,a
4,Atlantico,1445600,29,a
7,Caldas,507200,27,a
22,Norte de Santander,1546000,28,d
2,Antioquia,582400,21,e
11,Cesar,459600,6,d
14,Cundinamarca,1867400,16,b
22,Norte de Santander,1365400,15,d
10,Cauca,1632000,16,e
25,Risaralda,915800,7,e
4,Atlantico,227200,18,b
5,Bolivar,1537800,16,d
6,Boyaca,398400,0,e
19,Magdalena,1820200,27,e
27,Santander,894600,5,c
25,Risaralda,1140200,6,e
25,Risaralda,237400,17,c
12,Choco,269200,20,d
12,Choco,47400,28,c
11,Cesar,17600,30,c
24,Quindio,1772600,3,b
13,Cordoba,1244600,19,c
1,Amazonas,494800,19,b
11,Cesar,630400,11,b
19,Magdalena,1770200,12,b
29,Tolima,883000,19,c
17,Huila,991000,23,c
11,Cesar,1538800,11,d
3,Arauca,994800,26,a
6,Boyaca,1759800,2,c
23,Putumayo,1745000,21,a
9,Casanare,1977000,21,e
2,Antioquia,617600,22,d
1,Amazonas,823600,27,a
3,Arauca,816000,28,c
1,Amazonas,1807000,1,c
12,Choco,266200,28,e
17,Huila,1013600,3,a
8,Caqueta,296000,11,a
31,Vaupes,1502200,7,d
12,Choco,220400,12,d
9,Casanare,1950400,12,d
25,Risaralda,1865400,11,c
24,Quindio,261200,27,a
10,Cauca,1365800,4,d
28,Sucre,1835400,6,c
12,Choco,827000,25,a
28,Sucre,1082200,17,b
26,San Andres y Providencia,796000,23,c
25,Risaralda,573400,30,b
26,San Andres y Providencia,1986400,27,d
21,Narino,1605200,9,a
31,Vaupes,843600,19,e
11,Cesar,2800,30,c
3,Arauca,772400,10,d
31,Vaupes,802000,14,a
3,Arauca,241200,19,a
25,Risaralda,23200,26,b
1,Amazonas,698200,26,b
18,La Guajira,1861000,5,a
1,Amazonas,1168800,10,d
20,Meta,1576600,0,c
19,Magdalena,1036800,27,e
29,Tolima,1884400,15,b
32,Vichada,1217800,11,b
5,Bolivar,1379800,23,d
21,Narino,1459000,4,e
8,Caqueta,1643600,7,a
24,Quindio,1122800,11,a
25,Risaralda,658000,11,a
23,Putumayo,1808200,10,e
2,Antioquia,1556800,12,b
10,Cauca,382600,22,a
25,Risaralda,1015000,0,c
21,Narino,1134000,25,b
12,Choco,1909400,29,a
6,Boyaca,1374200,23,c
32,Vichada,721200,13,c
24,Quindio,1589800,22,d
1,Amazonas,1561800,21,d
17,Huila,1670400,2,c
2,Antioquia,1356200,11,a
20,Meta,1577000,7,c
19,Magdalena,1472000,27,d
27,Santander,461200,15,d
18,La Guajira,1469800,18,b
28,Sucre,1706600,10,b
29,Tolima,1608400,4,b
12,Choco,1541400,11,b
5,Bolivar,569800,5,c
10,Cauca,1385400,14,e
19,Magdalena,218600,17,a
10,Cauca,1878200,29,d
